movieId,tmdbId
410,2758
412,10436
413,13595
414,46094
415,9409
416,11853
417,16771
418,46924
419,11041
420,306
421,14522
422,26203
423,178
424,19819
425,57834
426,4722
427,18215
428,1607
429,26391
431,6075
432,11310
433,18658
434,9350
435,9612
436,2124
437,26261
438,19176
439,49299
440,11566
441,9571
442,9739
443,24257
444,34444
445,26141
446,10997
447,50463
448,10443
449,20239
450,16297
451,18551
452,25440
453,9024
454,37233
455,1634
456,13815
457,5503
458,35588
459,2087
460,41579
461,18620
463,4916
464,2019
465,31642
466,9255
467,26271
468,10612
469,2259
470,16097
471,11934
472,106143
473,12475
474,9386
475,7984
476,59930
477,15765
479,6
480,329
481,10909
482,507
483,34024
484,29918
485,9593
486,42580
487,22317
488,1413
489,12121
490,2246
491,10502
492,10440
493,9516
494,2320
495,5879
496,83718
497,11971
498,2625
499,31911
500,788
501,21450
502,11231
504,10447
505,31586
506,9300
507,9559
508,9800
509,713
510,8291
511,18133
512,25557
513,22588
514,10872
515,1245
516,11858
517,7007
518,10467
519,5550
520,8005
521,2088
522,10412
523,47889
524,14534
526,41878
527,424
528,35233
529,14291
531,11236
532,11592
533,8850
534,10445
535,695
536,43535
537,12519
538,23210
539,858
540,867
541,78
542,13203
543,10442
544,11074
546,9607
547,17585
548,9057
549,20967
550,10635
551,9479
552,10057
553,11969
554,41590
555,319
556,26408
558,15139
559,161158
561,85247
562,11446
563,51980
564,24405
565,11655
567,8223
568,14587
569,31504
571,53185
573,23637
574,17600
575,10897
577,21352
580,37345
581,32562
582,47507
585,9066
586,771
587,251
588,812
589,280
590,581
592,268
593,274
594,408
595,10020
596,10895
597,114
599,576
600,15477
603,30528
605,7300
606,10824
608,275
609,25059
610,11827
611,8766
612,23570
613,47333
614,54850
615,51242
616,10112
617,4307
619,32308
620,88893
621,52873
626,28121
627,12520
628,1592
630,36447
631,19042
632,38884
633,47449
635,41852
637,9099
638,2021
639,61752
640,10988
647,10684
648,954
650,18989
651,10801
653,8840
656,11107
659,10363
661,10539
662,10543
663,18414
664,47502
665,11902
667,25087
668,5801
670,896
671,3065
673,2300
674,8069
678,27768
679,221917
680,8072
681,35797
685,33245
687,124460
688,27281
690,105045
691,40001
692,29621
694,20762
695,37144
696,48260
697,12656
698,38867
700,25969
702,753
703,43634
704,9103
705,90214
707,10990
708,8866
709,12233
710,23449
711,36355
714,922
715,11876
718,11687
719,9304
720,
721,
722,73183
724,9100
725,20759
726,46063
728,32513
731,36915
733,9802
735,21588
736,664
737,11867
741,9323
742,10280
743,10535
745,532
746,26744
747,16299
748,10547
750,935
753,41007
754,35645
755,110465
756,255546
757,40751
759,85778
760,11101
761,9826
762,9879
764,22621
765,7095
766,26890
767,46732
769,
775,41225
778,627
779,32872
780,602
781,14553
782,9566
783,10545
784,9894
785,11543
786,9268
787,52059
788,9327
793,124306
798,11228
799,10779
800,26748
801,38223
802,9294
803,49963
804,11363
805,1645
806,31546
808,36344
809,18550
810,11511
813,34170
816,124645
818,12606
820,35206
824,12632
828,18975
829,11962
830,2925
831,28628
832,3595
833,9308
834,92381
835,18555
836,12123
837,10830
838,3573
839,10546
840,18862
841,31417
842,9431
844,297645
845,48144
846,46986
848,47907
849,10061
850,36266
851,549
852,10478
854,116690
858,238
861,11134
864,132641
865,42758
866,9303
867,23945
869,22479
870,9054
872,11985
875,410921
876,38955
879,11015
880,9306
881,12559
882,58770
885,3587
886,10723
888,19004
889,101230
891,10987
892,44705
893,20318
896,26933
897,27854
898,981
899,872
900,2769
901,13320
902,164
903,426
904,567
905,3078
906,13528
907,28288
908,213
909,284
910,239
911,4808
912,289
913,963
914,11113
915,6620
916,804
917,26531
918,909
919,630
920,770
921,31044
922,599
923,15
924,62
926,705
927,22490
928,223
929,25670
930,303
931,4174
932,8356
933,381
934,20758
935,29376
936,1859
937,18299
938,17281
939,64382
940,10907
941,32093
942,1939
943,22292
944,3598
945,3080
946,198
947,13562
948,1712
949,220
950,3529
951,3085
952,2897
953,1585
954,3083
955,900
956,43795
957,85638
960,22688
961,23114
962,26378
963,40206
964,22356
965,260
966,43488
968,10331
969,488
970,22733
971,261
972,57575
973,32574
976,22649
980,39448
981,52855
982,39940
984,85328
986,11076
987,63945
988,58985
990,10861
991,1770
992,44465
994,18203
996,9333
997,47260
998,9400
999,9401
1003,11306
1004,9625
1005,10680
1006,6346
1007,18660
1008,35115
1009,14821
1010,14136
1011,10869
1012,22660
1013,19186
1014,31102
1015,6878
1016,15944
1017,18444
1018,20723
1019,173
1020,864
1021,24795
1022,11224
1023,81310
1024,15947
1025,9078
1026,29682
1027,8367
1028,433
1029,11360
1030,11114
1031,12335
1032,12092
1033,10948
1034,11229
1035,15121
1036,562
1037,10163
1040,47199
1041,11159
1042,9591
1043,30500
1044,41843
1046,10938
1047,11412
1049,10586
1050,42314
1051,27845
1053,23223
1054,49471
1055,38153
1056,25147
1057,9716
1059,454
1060,10218
1061,819
1063,56830
1064,11238
1066,31530
1067,66473
1068,28120
1069,1834
1073,252
1076,16372
1077,11561
1078,11302
1079,623
1080,583
1081,12614
1082,21711
1083,11575
1084,475
1085,11331
1086,521
1087,21202
1088,88
1089,500
1090,792
1091,8491
1092,402
1093,10537
1094,11386
1095,9504
1096,15764
1097,601
1099,25842
1100,2119
1101,744
1103,221
1104,702
1105,25750
1111,9305
1112,37616
1113,11112
1114,21612
1120,1630
1123,124837
1124,11816
1125,11843
1126,10379
1127,2756
1128,790
1129,1103
1130,11298
1131,4480
1132,4481
1133,
1135,10765
1136,762
1137,44497
1145,79306
1147,10548
1148,531
1150,4483
1151,18919
1152,31556
1153,26167
1154,26174
1161,659
1162,30892
1163,86369
1164,8074
1165,124676
1167,38554
1168,49763
1169,41326
1171,10608
1172,11216
1173,7452
1174,64567
1175,892
1176,1600
1177,26561
1178,975
1179,18129
1180,54405
1181,150823
1183,409
1184,38251
1185,10161
1186,1412
1187,41768
1188,10409
1189,14285
1190,2469
1191,10174
1192,31225
1193,510
1194,11455
1196,1891
1197,2493
1198,85
1199,68
1200,679
1201,429
1202,13446
1203,389
1204,947
1206,185
1207,595
1208,28
1209,335
1210,1892
1211,144
1212,1092
1213,769
1214,348
1215,766
1216,175
1217,11645
1218,10835
1219,539
1220,525
1221,240
1222,600
1223,530
1224,10705
1225,279
1226,3109
1227,311
1228,1578
1230,703
1231,9549
1232,1398
1233,387
1234,9277
1235,343
1236,37291
1237,490
1238,11235
1240,218
1241,763
1242,9665
1243,18971
1244,696
1245,379
1246,207
1247,37247
1248,1480
1249,9322
1250,826
1251,422
1252,829
1253,828
1254,3090
1255,9964
1256,3063
1257,13667
1258,694
1259,235
1260,832
1261,765
1262,5925
1263,11778
1264,4485
1265,137
1266,33
1267,982
1268,8428
1269,212
1270,105
1271,1633
1272,11202
1273,1554
1274,149
1275,8009
1276,903
1277,11673
1278,3034
1279,339
1280,10404
1281,914
1282,756
1283,288
1284,910
1285,2640
1286,16633
1287,665
1288,11031
1289,11314
1290,15143
1291,89
1292,10322
1293,783
1295,10644
1296,11257
1297,14370
1298,12104
1299,625
1300,8816
1301,830
1302,2323
1303,983
1304,642
1305,655
1306,10341
1307,639
1310,30180
1311,31388
1312,41801
1317,61536
1320,8077
1321,814
1322,41671
1323,27214
1324,52263
1325,33519
1326,16235
1327,11449
1328,41848
1329,25944
1330,24913
1331,49126
1332,32076
1333,571
1334,8851
1335,37843
1336,32146
1337,30346
1339,6114
1340,229
1341,13549
1342,9529
1343,1598
1344,11349
1345,7340
1346,6217
1347,377
1348,653
1349,28198
1350,794
1351,31640
1352,8744
1353,25189
1354,145
1355,2212
1356,199
1357,7863
1358,12498
1359,9279
1361,17204
1363,21539
1365,12709
1366,20539
1367,11674
1369,64900
1370,1573
1371,152
1372,174
1373,172
1374,154
1375,157
1376,168
1377,364
1378,11967
1379,9086
1380,621
1381,9037
1382,10173
1384,168535
1385,8845
1387,578
1388,579
1389,17692
1390,17795
1391,75
1392,13891
1393,9390
1394,378
1395,10896
1396,2322
1397,41240
1398,26949
1399,9819
1401,31908
1404,46027
1405,3179
1406,1802
1407,4232
1408,9361
1409,2928
1410,30285
1411,10549
1413,18451
1414,27265
1415,49935
1416,8818
1417,36758
1419,36040
1420,74239
1422,9415
1423,55146
1425,12145
1427,34314
1428,2892
1429,9404
1430,85242
1431,9622
1432,8860
1433,197537
1437,14832
1438,9619
1440,31000
1441,4104
1442,26306
1444,43775
1445,14908
1446,784
1447,12489
1449,16448
1450,55936
1453,17894
1454,28059
1455,58911
1456,17949
1457,1968
1458,61563
1459,66
1460,20735
1461,11419
1463,25796
1464,638
1465,25624
1466,9366
1468,21915
1472,18420
1473,19952
1474,9446
1475,28005
1476,9403
1479,10003
1480,9311
1482,11844
1483,884
1484,49806
1485,1624
1487,16052
1488,4477
1489,24662
1490,18423
1493,76996
1495,6499
1497,9405
1498,12723
1499,9360
1500,9434
1501,118991
1502,21626
1503,13982
1504,93946
1507,77223
1508,31465
1513,9611
1515,10357
1516,9977
1517,816
1518,2163
1523,31017
1525,49478
1526,12499
1527,18
1529,1811
1531,109614
1532,60082
1535,64802
1537,11239
1539,15321
1541,2058
1542,9450
1543,125021
1544,330
1545,38523
1546,16375
1549,45671
1550,17770
1552,1701
1554,26422
1555,124642
1556,1639
1562,415
1563,47686
1564,65889
1566,11970
1569,8874
1570,17991
1571,11956
1572,266
1573,754
1575,43771
1580,607
1581,18080
1582,38225
1583,17834
1584,686
1586,4421
1587,9387
1588,10603
1589,2142
1590,8413
1591,10336
1592,20737
1593,9413
1594,14585
1595,18519
1596,49462
1597,8834
1598,9458
1599,8854
1600,38295
1601,22073
1602,37244
1603,4961
1604,9416
1605,26180
1606,17832
1608,9772
1609,6072
1610,1669
1611,468
1612,32519
1613,108401
1614,10806
1615,9433
1616,6623
1617,2118
1619,978
1620,9437
1621,29461
1623,10351
1624,66588
1625,2649
1626,14289
1627,10155
1629,20457
1631,18355
1632,33657
1633,55306
1635,68924
1636,36434
1639,2255
1640,28353
1641,9427
1642,172545
1643,17589
1644,3597
1645,1813
1646,36797
1647,12628
1648,33344
1649,25099
1652,62422
1653,782
1654,29911
1655,9827
1657,251481
1658,8067
1660,45153
1661,10871
1663,10890
1665,1281
1667,9770
1668,12616
1669,34838
1670,14905
1671,14583
1672,11975
1673,4995
1674,9281
1676,563
1678,19931
1680,10215
1681,9823
1682,37165
1683,45609
1684,38904
1686,9407
1687,4824
1688,9444
1689,9414
1690,8078
1692,29938
1693,11831
1694,2895
1696,19601
1699,22797
1701,2639
1702,9574
1703,10371
1704,489
1707,9714
1711,8197
1713,6283
1715,49728
1717,4233
1719,10217
1721,597
1722,714
1726,9922
1727,547
1728,25994
1729,184
1730,9746
1731,9438
1732,115
1733,26941
1734,27103
1735,9410
1739,32302
1744,41417
1746,12538
1747,586
1748,2666
1750,54007
1752,11258
1753,9490
1754,9411
1755,25719
1756,9033
1757,11220
1759,21253
1760,6116
1762,9457
1767,39424
1769,11702
1771,12238
1772,11568
1777,11003
1779,10153
1783,30949
1784,2898
1785,9558
1788,320011
1791,26269
1792,11808
1794,47452
1795,18205
1796,36943
1797,21736
1798,17941
1799,10668
1801,9313
1804,42807
1805,617
1806,36568
1807,37272
1809,5910
1810,9440
1812,32911
1816,32456
1819,62695
1821,17127
1822,40688
1824,17133
1826,17644
1827,1774
1831,2157
1833,8838
1834,29193
1835,795
1836,16980
1837,27472
1839,47881
1840,9469
1841,12488
1844,267
1845,16148
1846,21252
1848,9449
1852,215373
1854,15513
1855,31220
1856,13907
1858,10622
1859,30020
1860,17139
1861,34582
1862,10216
1863,9771
1864,24560
1865,76330
1866,9448
1870,78373
1873,4415
1874,39467
1875,55561
1876,8656
1878,58680
1880,35796
1881,18937
1882,929
1883,9452
1884,1878
1885,9844
1886,40505
1887,14342
1888,9715
1889,26610
1891,40961
1892,1965
1894,6068
1895,15037
1896,50043
1897,37636
1900,21334
1901,416437
1902,32284
1903,51955
1904,37410
1907,10674
1909,846
1910,12655
1911,3050
1912,1389
1913,11020
1914,20862
1916,9464
1917,95
1918,944
1919,35680
1920,11551
1921,473
1922,102304
1923,544
1924,10513
1925,28966
1926,65203
1927,143
1928,42861
1929,33680
1931,12311
1932,43277
1933,43278
1934,34106
1935,43266
1936,27367
1937,17661
1938,28580
1939,887
1940,33667
1941,23383
1942,25430
1943,27191
1944,11426
1945,654
1946,15919
1947,1725
1948,5769
1949,874
1950,10633
1951,17917
1952,3116
1953,1051
1954,1366
1955,12102
1956,16619
1957,9443
1958,11050
1959,606
1960,746
1961,380
1962,403
1963,11485
1964,466
1965,13820
1966,15389
1967,13597
1968,2108
1969,10014
1970,10072
1971,10131
1972,10160
1973,11284
1974,4488
1975,9725
1976,9728
1977,9730
1978,9731
1979,10225
1980,10281
1981,10283
1982,948
1983,11281
1984,10676
1985,11357
1986,11361
1987,36599
1988,39929
1989,41828
1990,41769
1991,10585
1992,11186
1993,11187
1994,609
1995,11133
1996,10306
1997,9552
1998,11586
1999,11587
2000,941
2001,942
2002,943
2003,927
2004,928
2005,9340
2006,9342
2007,38509
2008,60033
2009,12101
2010,19
2011,165
2012,196
2013,551
2014,16084
2015,17984
2016,22328
2017,32611
2018,3170
2019,346
2020,859
2021,841
2022,11051
2023,242
2024,1411
2025,9769
2026,9424
2027,9835
2028,857
2029,17539
2031,22777
2032,20173
2033,10957
2034,9570
2035,16249
2036,13962
2037,14612
2038,19378
2039,65157
2040,29228
2041,19379
2042,11164
2043,18887
2044,40866
2045,24736
2046,10122
2047,24816
2048,9994
2049,25445
2050,12129
2051,14140
2052,10439
2053,11158
2054,9354
2055,28736
2056,34774
2057,37969
2058,9631
2059,9820
2060,14013
2062,96196
2063,98505
2064,1779
2065,10849
2066,678
2067,907
2068,5961
2069,47908
2070,42121
2071,2887
2072,11974
2073,20348
2074,26648
2075,11911
2076,793
2077,35144
2078,9325
2079,43037
2080,10340
2081,10144
2082,10414
2083,10437
2084,15300
2085,12230
2086,13380
2087,10693
2088,11335
2089,11135
2090,11319
2091,14822
2092,15969
2093,13155
2094,10249
2095,15943
2096,10882
2097,24808
2098,19762
2099,13850
2100,2619
2101,65158
2102,53565
2103,41841
2104,27332
2105,97
2106,10419
2107,11675
2108,2107
2109,6471
2110,9442
2111,11591
2112,13697
2113,19158
2114,227
2115,87
2116,123
2117,9314
2118,11336
2119,9980
2120,10657
2121,10489
2122,10823
2123,11497
2124,2907
2125,9454
2126,8688
2128,16155
2130,23954
2131,12761
2132,396
2133,14367
2134,11814
2135,16081
2136,18331
2137,15171
2138,11837
2139,11704
2140,11639
2141,4978
2142,10380
2143,11976
2144,15144
2145,11522
2146,11557
2147,13853
2148,11415
2149,37530
2150,8393
2151,11937
2152,21661
2153,9320
2154,33644
2155,14662
2159,10692
2160,805
2161,34584
2162,34636
2163,2182
2164,28070
2165,77469
2166,10278
2167,36647
2168,17915
2169,14557
2170,9417
2171,41469
2173,34637
2174,4011
2176,1580
2177,5854
2178,573
2180,5780
2181,506
2182,22527
2183,574
2184,11219
2186,845
2187,1978
2188,3682
2189,51942
2190,46702
2191,54795
2193,847
2194,117
2195,14577
2197,38621
2200,4175
2201,31667
2202,13321
2203,21734
2204,31997
2205,24197
2206,11462
2207,31995
2208,940
2210,12684
2212,8208
2214,15007
2215,36049
2219,31930
2221,543
2227,2760
2231,10220
2232,431
2236,22796
2237,22256
2238,37550
2239,37916
2240,21873
2241,21500
2243,12626
2244,37818
2245,3525
2246,129628
2247,2321
2248,2028
2249,16384
2250,91217
2252,10699
2253,11597
2254,218624
2255,47947
2256,48311
2257,44772
2259,14347
2260,41090
2261,18282
2262,18169
2263,11082
2264,5971
2265,11933
2266,20096
2267,30815
2268,881
2269,4478
2271,22318
2272,53113
2273,2109
2275,24746
2276,72987
2278,8195
2279,9877
2280,26618
2282,11855
2283,24016
2284,14785
2285,14794
2286,3486
2287,11071
2288,1091
2289,10403
2290,11337
2291,162
2292,25723
2294,8916
2295,28134
2296,9429
2297,12159
2300,30197
2301,10156
2302,10377
2303,3121
2304,4975
2305,37532
2306,9713
2307,134368
2310,9821
2311,4437
2312,1890
2313,1955
2314,39437
2315,11932
2316,6435
2318,10683
2320,9445
2321,2657
2322,9425
2323,32326
2324,637
2325,8675
2327,20701
2328,9945
2329,73
2330,18603
2331,46889
2333,3033
2334,9882
2335,10663
2336,4518
2337,1808
2338,3600
2339,17037
2340,297
2342,21589
2344,11893
2345,123056
2346,12223
2347,32081
2348,14924
2349,10002
2350,41817
2351,19426
2352,12560
2353,9798
2354,14444
2355,9487
2356,9466
2357,666
2359,10162
2360,309
2361,692
2362,24018
2363,1678
2364,39256
2365,1680
2366,244
2367,10730
2368,31947
2369,8130
2370,11532
2371,9749
2372,14628
2373,9626
2374,13698
2375,10466
2376,707
2377,11954
2378,9336
2379,10157
2380,12118
2381,10587
2382,11825
2383,11895
2384,9447
2385,12257
2386,37536
2387,10029
2388,27104
2389,11252
2390,8545
2391,10223
2392,9745
2393,200
2394,9837
2395,11545
2396,1934
2397,110643
2398,11881
2399,13764
2400,24951
2401,8879
2402,1369
2403,1368
2404,1370
2405,10303
2406,9326
2407,10328
2408,11285
2409,1367
2410,1371
2411,1374
2412,1375
2413,15196
2414,11904
2415,215875
2416,15596
2417,13818
2418,29968
2419,44326
2420,1885
2421,8856
2422,10495
2423,5825
2424,9489
2425,16885
2427,8741
2428,9276
2429,9822
2430,39314
2431,10312
2432,9441
2433,9422
2434,125582
2435,24525
2436,10368
2437,11365
2438,140897
2439,31662
2440,36136
2441,1363
2442,46992
2443,825
2445,15556
2446,28902
2447,14709
2448,9423
2449,14443
2450,10658
2451,6917
2453,24086
2454,11815
2455,9426
2456,10344
2457,15698
2458,2620
2459,30497
2460,16337
2461,25018
2462,16780
2463,12151
2464,25438
2465,33278
2467,192
2468,10945
2469,10013
2470,9671
2471,9396
2472,11038
2473,12278
2474,11873
2475,18588
2476,10015
2478,8388
2479,45712
2481,8129
2482,1618
2483,10722
2485,10314
2486,125548
2487,47139
2488,11167
2490,2112
2491,16172
2492,111794
2493,9524
2494,20595
2495,16306
2496,11622
2497,10207
2498,9849
2499,82865
2500,18892
2501,13466
2502,1542
2504,15256
2505,8224
2506,18417
2507,12479
2511,1847
2513,8913
2514,10906
2515,25748
2516,25749
2517,8769
2518,14742
2519,15856
2520,10671
2521,27932
2522,7227
2523,10670
2524,5919
2525,33518
2526,40160
2527,2362
2528,10803
2529,871
2530,1685
2531,1705
2532,1688
2533,1687
2534,166680
2535,11123
2536,29723
2537,31638
2539,9535
2540,9455
2541,796
2542,100
2545,84586
2546,30943
2548,7341
2549,10350
2550,11772
2551,9540
2552,31503
2553,11773
2554,30202
2555,22345
2557,1567
2558,1641
2559,47288
2560,10212
2561,10354
2562,11526
2563,8583
2565,16520
2566,16508
2567,11374
2568,16379
2569,125123
2570,28029
2571,603
2572,4951
2573,65749
2574,8970
2575,9840
2577,30950
2579,11660
2580,9430
2581,11355
2582,18764
2583,9465
2585,1414
2586,49981
2587,6522
2589,114719
2590,10209
2594,1902
2596,6396
2597,39964
2598,12596
2599,9451
2600,1946
2605,1844
2606,6552
2607,24584
2609,25471
2610,4154
2611,28519
2612,3309
2613,18462
2615,18252
2616,8592
2617,564
2618,13852
2620,25232
2621,33194
2622,10210
2624,17962
2625,9460
2626,4927
2627,122190
2628,1893
2629,31342
2630,44297
2631,95627
2633,15849
2634,18990
2635,29242
2636,29243
2637,31498
2638,29239
2639,15660
2640,1924
2641,8536
2642,9531
2643,11411
2644,138
2647,3103
2648,3035
2649,3077
2650,3074
2651,3076
2652,3079
2653,32023
2654,13666
2655,29794
2656,9077
2657,36685
2659,30168
2660,10785
2661,19483
2662,8974
2664,11549
2668,17918
2669,37305
2670,18784
2671,509
2672,1090
2673,24858
2674,15059
2676,12117
2677,11779
2678,41730
2681,13533
2682,62676
2683,817
2686,14283
2687,37135
2688,2275
2689,68426
2690,24137
2691,10376
2692,104
2693,15800
2694,9032
2696,9421
2697,55955
2699,6488
2700,9473
2701,8487
2702,10279
2704,2767
2706,2105
2707,1073
2708,10239
2709,10208
2710,2667
2712,345
2713,9825
2714,16158
2715,133575
2716,620
2717,2978
2718,10490
2719,11618
2720,332
2721,1812
2722,8914
2723,9824
2724,4806
2725,33430
2726,247
2727,10056
2728,967
2729,802
2730,3175
2731,147
2732,1628
2733,21185
2734,11120
2735,10136
2736,32060
2738,48259
2739,873
2741,26789
2745,11416
2746,10776
2747,24452
2748,9710
2749,31924
2750,30890
2751,24081
2752,20242
2753,39074
2754,66194
2755,2115
2757,3526
2758,41166
2759,16406
2761,10386
2762,745
2763,913
2764,912
2766,67323
2767,91076
2769,19457
2770,11353
2771,17707
2772,9781
2774,18212
2775,13817
2776,126996
2779,12185
2780,29056
2781,26857
2782,28501
2783,29030
2784,25319
2786,24103
2787,10552
2788,9267
2789,10766
2790,10768
2791,813
2792,2665
2793,9406
2794,11418
2795,11153
2796,14170
2797,2280
2798,11077
2799,28597
2800,22611
2801,39780
2802,10396
2803,9944
2804,850
2805,10154
2806,10342
2807,10366
2808,9349
2809,15122
2810,10494
2812,22314
2815,11037
2816,11955
2817,2038
2819,11963
2820,141489
2822,9096
2824,113273
2826,1911
2827,2900
2828,17709
2829,37718
2832,30964
2835,2162
2836,14578
2837,40694
2839,49184
2840,10307
2841,11601
2843,1075
2844,21719
2845,40879
2846,47951
2847,43832
2848,47697
2849,49792
2850,77064
2851,
2852,26522
2853,23761
2855,42114
2856,28295
2857,12105
2858,14
2859,24128
2860,11001
2861,10390
2862,9453
2863,704
2864,35122
2866,24153
2867,11797
2868,18086
2869,124475
2870,17887
2871,10669
2872,11527
2874,40867
2875,1049
2876,28032
2877,11326
2878,28377
2879,10975
2880,10974
2881,10398
2882,2290
2883,24071
2884,62994
2885,60994
2886,16112
2887,32305
2888,14429
2889,15198
2890,6415
2891,24066
2892,21430
2893,10381
2894,171982
2897,5622
2898,10349
2899,42518
2900,29787
2901,9638
2902,10576
2903,12662
2904,61369
2905,11712
2906,12618
2907,13824
2908,226
2912,10388
2913,17198
2915,9346
2916,861
2917,14412
2918,9377
2919,11541
2920,2457
2921,11901
2922,4929
2923,85325
2924,11230
2925,8416
2926,11054
2927,851
2928,24453
2929,18254
2930,56235
2932,16642
2935,3086
2936,16305
2937,32255
2938,48797
2939,19997
2940,3767
2941,17352
2942,535
2943,2731
2944,1654
2945,31043
2946,14831
2947,658
2948,657
2949,646
2950,5689
2951,391
2952,8052
2953,772
2956,31650
2959,550
2961,12220
2962,1610
2964,42881
2966,404
2967,42196
2968,36819
2969,42726
2970,9343
2971,16858
2972,42006
2973,11562
2974,10496
2975,16162
2976,8649
2977,31306
2978,10563
2979,14484
2981,94857
2982,32043
2983,15247
2984,29251
2985,5548
2986,5549
2987,856
2988,38772
2989,699
2990,709
2991,253
2992,13511
2993,660
2995,11377
2996,26149
2997,492
2998,108346
3000,128
3001,46286
3002,8672
3003,8056
3004,2020
3005,9481
3006,9008
3007,14242
3008,16129
3010,11489
3011,28145
3013,18111
3015,11223
3016,16281
3017,16288
3018,1694
3019,476
3020,37094
3021,13555
3022,961
3024,24831
3025,64963
3028,25560
3029,21610
3030,11878
3031,11510
3032,11234
3033,957
3034,11886
3035,37853
3036,62204
3037,11040
3038,21849
3039,1621
3040,14035
3041,40771
3042,40772
3043,40773
3044,11498
3045,11790
3046,29371
3047,276635
3048,47941
3051,21349
3052,1832
3053,10047
3054,10228
3055,47692
3057,144953
3060,11663
3061,13485
3062,9289
3063,9264
3064,18222
3066,11165
3067,4203
3068,24226
3069,88875
3070,11379
3071,29154
3072,2039
3074,11943
3075,11481
3076,2690
3077,20565
3078,27141
3079,10399
3081,2668
3082,36643
3083,99
3086,25898
3087,9647
3088,11787
3089,5156
3090,24276
3091,11953
3093,29005
3094,26371
3095,596
3096,52470
3097,20334
3098,11393
3099,31121
3100,293
3101,10998
3102,12235
3103,36094
3104,9013
3105,11005
3106,59820
3107,2924
3108,177
3109,38557
3110,42087
3111,13681
3112,34760
3113,9946
3114,863
3115,31582
3116,125520
3117,22267
3118,55123
3120,10411
3121,41462
3122,1718
3125,20024
3127,13787
3128,54933
3129,9684
3130,9586
3133,33015
3134,777
3135,21887
3136,5652
3138,32331
